id_actividad;Nombre_Actividad;Descripcion_Actividad;Responsable_Principal
190;Campaña de sensibilización sobre el consumo de SPA ;Sensibilizar alrededor del parque sobre el consumo de SPA.;Román Gonzalez
191;Plan Guitarra ;Acompañar a los estudiantes a la salida del colegio, para sensibilizar sobre riñas y consumo SPA;Kaira Conga
192;Recorrido de monitoreo en puntos críticos cerro cruz verde;Realizar una caminata en los puntos críticos cerro cruz verde;Alexander Alarcon
193;Actividades prevebtivas tema mujer;Realizar encuestas a mujeres si han sido maltradas o vulnerables en el dia a día.;Nancy Lopez
194;Plan Mochila Colegio Juan Rey;Realizar acompañamiento a los estudiantes a la salida del colegio y Realizar requisas;Ana Aponte
195;Bazas comunidad ;Encuentro comunitario ;Francisco Rodríguez Peñaloza 
196;Sensibilización de sana convivencia y prevención de riñas;"(Actividad poliscopio) Sensibilización de sana convivencia y prevención de riñas
";Juan sebastian arias
197;Justicia al barrio ;Asesorías jurídica a comunidad ;Francisco Rodríguez Peñaloza 
198;Georeferenciacion de propiedad horizontal ;Identificación de administradores de PH;Francisco Rodríguez Peñaloza 
199;Recorrido sensibilización de convivencia y verificación de cámaras ;Recorrido para sensibilización de  convivencia, verificacion estado de camaras frentes de seguridad.;Heidy Gordo 
200;Justicia al barrio;Justicia al barrio, asesorar a la comunidad en temas juridicos;francisco leonardo rodriguez
201;Zona segura ;Zona segura ;Luis Hernando Borda Montoya 
202;Plan guitarra ;Plan guitarra ;Luis Hernando Borda Montoya 
203;Recorrido en territorio;Recorrido en territorio verificación de cámaras, conflictividades;Heidi gordo
204;Mesa de trabajo- Seguridad convivencia en entornos carcelarios;Desarrollar herramientas pedagógicas para transformar comportamientos y promover la autorregulación emocional en situaciones de conflictividad focalizadas en los entornos de la cárcel distrital;Ferney Vásquez moreno
205;Campaña de sensibilización a comercio ;Sensibilizar a los comerciantes frente a las modalidades de hurto;Hcetor Lopez
206;Campaña de sensibilizacion a personas en Santa Rosa;Sensibilizar a personas frente al hurto de personas ;Hugo Ortiz
207;Levantamiento de información problematicas tema mujer  ;A traves de un froms levantar informacion sobre las problematicas de mujer;Nancy Lopez
208;Campaña de sensibilizacion contra el hurto en comercio;Sensibilizar a los comerciantes para prevenir el hurto y denunciar;Alexander Alarcon
209;Levantamiento de informacion atraves de un froms;Levantar informacion puerta a puerta atraves de un froms sector guacamayas;Hector Lopez
210;Campaña en transporte publico;Sensibilizar a los usuarios en transporte publico sobre la prevencion al hurto;Cristian Moreno
211;Diálogo con líderes comunitarios ;Promover diálogos e intercambios comunitarios entre los nodos de actores sociales, institucionales y privados, sobre experiencias de convivencia.;Ferney Vasquez Moreno
212;Levantamiento de informacion sobre problematicas   tema mujer;A traves de un froms levantar informacion sobre las problematicas de mujer;Cristina Rondon
213;Consejos Locales de Seguridad para las Mujeres (CLSM);Consejo de seguridad para las Mujeres;Alcaldia
214;Círculo Barrial de Convivencia;Se va a implementar acciones que fortalezcan y generen capacidades en las comunidades para gestionar la convivencia constructivamente.;Ferney Vásquez Moreno
215;Campaña de sensibilizacion en el transporte publico;Sensibilizar a los usuarios del transporte publico sobre las prevenciones frente al hurto;Favian Delgado
216;Campaña plan mochila en Juan Rey;Acompañammiento a los estudiantes del colegio frente a riñas y venta de spa;Andres Arias
217;Recolección de información sobre problematicas mujer  ;Puerta a puerta levantar informacion sobre las problematicas de la mujer;Nancy Lopez
218;Circulo barrial de convivencia;"apropiación código de policía ley 1801 trabajo interinstitucional casa de justicia -alcaldía local san
Cristóbal equipo justicia social , inspectores de policía, secretaría distrital de seguridad convivencia y justicia .
Sensibilización código de policía barras futboleras lugar casa de justicia barrio bello horizonte Según PISCCJ Bogotá
Camina Segura y zonas seguras con comunidad del barrio bello horizonte.";Justicia Social
219;CAMPAÑA DE SENSIBILIZACION TRANSPORTE PUBLICO;SENSIBILIZAR A USUARIOS DEL TRANSPORTE PUBLICO SOBRE EL HURTO A PERSONAS;ANA APONTE
220;CAMPAÑA DE SENSIBILIZACION TRANSPORTE PUBLICO;SENSIBILIZAR A PERSONAS EN TRANSPORTE PUBLICO SOBRE EL HURTO;ALEXANDER ALARCON
221;CAMPAÑA ENTORNO ESCOLAR;ACOMPAÑAIENTO A LOS ESTUDIANTES DEL COLEGIO LA GRAN COLOMBIA;FABIAN DELGADO
222;CAMPAÑA ENTORNO ESCOLAR SOBRE SPA;SENSIBILIZAR A LOS ESTUDIANTES ACERCA DEL CONSUMO SPA EN EL ENTORNO;ANITA APONTE
223;CAMPAÑA DE SENSIBILIZACION  A COMERCIO;SENSIBILIZACION AL  SECTOR COMERCIO ;CRISTINA RONDON
224;CAMPAÑA DE SENSIBILIZACION TRANSPORTE PUBLICO;SENSIBILIZAR A USUARIOS EN TRANSPORTE PUBLICO SOBRE EL HURTO A PERSONAS;ROMAN GONZALEZ
225;CAMPAÑA SENSIBILIZACION TRANSPPORTE PUBLICO;SENSIBILIZAR A USUARIOS DEL TRANSPORTE PUBLICO SOBRE EL HURTO A PERSONAS;ROMAN GONZALEZ
226;CAMPAÑA DE SENSIBILIZACION SPA ;SENSIBILIZAR A PERSONAS DEL SECTOR SOBRE EL CONSUMO DE SPA EN ZONAS NO RESTRINGIDAS;JAVIER HERNANDEZ
227;CAMPAÑA HURTO A MOTOS Y VEHICULOS;SENSIBILIZAR Y TAMBIEN VERIFICAR DOCUMENTOS EN CUANTO A MOTOS Y VEHICULOS;CRISTINA RONDON
228;CAMPAÑA SENSIBILIZACION HURTO  A PERSONAS;SENSIBILIZAR A PERSONAS DEL SECTOR Y BRINDAR RECOMENDACIONES ANTE EL HURTO;FABIAN DELGADO
229;CAMPAÑA SENSIBILIZACION TRANSPORTE PUBLICO;SENSIBILIZAR A USUARIOS DEL TRASNPORTE PUBLICO SOBRE EL HURTO A PERSONAS;ALEXANDER ALARCON
230;Estímulos red juvenil ;Estímulos red juvenil ;Luis Hernando Borda Montoya 
231;ACOMPAÑAMIENTO ACTIVIDADES VELODROMO PRIMERA DE MAYO;Realizar acompañamientoy apoyo logistico y profesional evento mil en un dia parque primero de mayo;alcaldia local 
232;Campaña de sensibilización spa en colegio;sensibilizar a los estudiantes acerca de el consumo spa;Fabian Delgado
233;Levantamiento de informacion tema mujer;Realizar levantamiento de informacion sobre las problematicas de mujer;Nancy Lopez
234;RECOLECCION DE INFORMACION PROBLEMATICAS DE LA MUJER;RECOLECTAR INFORMACION PUERTA A PUERTA SOBRE PROBLEMATICAS DE LA MUJER;NANCY LOPEZ
235;ACTIVIDADES DE SENSIBILIZACION CONVIVENCIA , JUSTICIA Y SEGURIDAD BARRIO BUENOS AIRES;Realizar actividades de sensibilizacion con el fin de mitigar riesgo de consumo de sustancias psicoactivida, prevension riñas, venta de estupefacientes - basuras y demas actividades contratiar al codigo de policia ley 1801;fabian herrera
236;DIALOGOS GENERALES PRESUPUESTO PARTICIPATIVO BARRIO VICTORIA;acompañar en la formulacion de proyectos participativos;Fabian herrera
237;RECOLECCION DE INFORMACION PROBLEMATICAS MUJER;RECOLECTAR INFORMACION PUERTA A PUERTA  SOBRE PROBLEMATICAS DE LA MUJER;CRISTINA RONDON
238;CAMPAÑA DE SENSIBILIZACION LEY 1801 DEL 2016;SENSIBILIZAR A LA COMUNIDAD SOBRE LA LEY 1801 DEL 2016 CODIGO NACIONAL DE SEGURIDAD Y CONVIVENCIA;LAURA GUERRERO
239;CHARLA DE SENSIBILIZACION SPA COLEGIO;SENSIBILIZAR A ESTUDIANTES DEL COLEGIO FLORENTINO GONZALEZ;JAVIER FERNANDEZ
240;PLAN MOCHILA COLEGIO RAFAEL NUÑEZ;ACOMPAÑAMIENTO A LOS ESTUDIANTES DEL COLEGIO RAFAEL NUÑEZ;CRISTIAN MORENO
241;CAMPAÑA SENSIBILIZACION HURTO A PERSONAS;SENSIBILIZAR A PERSONAS SOBRE EL HURTO EN SANTA ROSA;JAVIER FERNANDEZ
242;RECOLECCION DE INFORMACION SOBRE PROBLEMTICAS DE MUJER;REALIZAR ENCUESTAS PUERTA A PUERTA PRIORIZANDO LAS MUJERES DE LA LOCALIDAD;NANCY LOPEZ
243;CAMPAÑA DE SENSIBILIZACION HURTO A VEHICULOS ;SENSIBILIZAR A PERSONAS SOBRE  LAS PRECAUACIONES ANTE ELL HURTO EN VEHICULOS;CRISTIAN MORENO
244;CAMPAÑA DE SENSIBILIZACION LEY 1801 2016;SENSIBILIZAR A LA COMUNIDAD SOBRE LA LEY 1801 DEL 2016 CODIGO NACIONAL DE POLICIA Y CONVIVENCIA;YURI ESTERLING 
245;Inauguración zona segura ;Trinomio de la seguridad comunidad, policía, alcaldía local de San Cristóbal ;Intendente Carlos Rodríguez 
246;INAGURACION DE ZONA SEGURA BARRIO NARIÑO SUR;realizar la inaguracion de la zona segura en sector ;fabian herrera
247;Iniciativa comunitaria;Convocar iniciativas de convivencia ciudadana construidas participativa y localmente;Ferney Vásquez Moreno
248;Dialogo diferencial ;Mesa de trabajo con administradores y entidades distritales ;Francisco Rodríguez Peñaloza 
249;DIALOGOS GENERALES PRESUPUESTO PARTICIPATIVO BARRIO NUEVA DELHI;acompañar en la formulacion de proyectos participativos;fabian herrera
250;Georeferenciacion de propiedad horizontal en borde rio fucha;Recorrido para contactar a administradores de P.H;Francisco Rodríguez Peñaloza 
251;CAMPAÑA SENSIBILIZACION DE PROBLEMATICAS SPA;REALIZAR SENSIBILIZAR SOBRE EL CONSUMO EN CIERTAS ZONA DE SPA;CRISTIAN MORENO
252;Iniciativas de convivencia ciudadana;Convocar iniciativas de convivencia ciudadana construidas participativa y localmente;Ferney Vásquez Moreno
253;RECORRIDO ANALISIS Y SENSIBILIZACION BARRIO QUINTA RAMOS, SANTA ANA BORDE FUCHA CALLE 11 SUR CARRERA 10;Realizar actividades de sensibilizacion con el fin de mitigar riesgo de consumo de sustancias psicoactivida, prevension riñas, venta de estupefacientes - basuras y demas actividades contratiar al codigo de policia ley 1801;fabian herrera
254;Recorrido Barrio San Isidro ;Recorrido ;Heidy Tatiana Gordo 
255;MOCHILA DEL CUIDADO ;Consolidar y caracterizar datos e información para la comprensión del territorio y proyectar acciones de convivencia ;Daniel Galvis 
256;CAMPAÑA DE LEVANTAMIENTO SOBRE PROBLEMTICAS MUJER;REALIZAR ENCUESTAS A MUUJERES SOBRE PROBLEMATICAS;NANCY LOPEZ
257;CAMPAÑA DE SENSIBILIZACION HURTO A COMERCIO;SENSIBILIZAR A COMERCIANTES SOBRE EL HURTO;CRISTIAN MORENO
258;PLAN GUITARRA EN SITP BARRIO EL PINAR;SENSIBILIZAR A LOS USUARIOS DEL SITP ;ALEXANDER ALARCON
259;Sensibilización seguridad comercio ;Hacer representación y presentación de la alcaldía y cuadrante en el comercio ;Luis Hernando Borda Montoya 
260;Inaguración frente de seguridad ;Inaguración frente de seguridad ;Luis Hernando Borda Montoya 
261;atencion al ciudadano;Promover la justicia social y la convivencia local en San Cristóbal mediante el diseño y ejecución de estrategias participativas e inclusivas que fortalezcan el tejido comunitario, priorizando las poblaciones más vulnerable, asi como realizar atencion al ciudadano y verificacion de orfeos;fabian herrera
262;REUNION EQUIPO JUSTICIA SOCIAL;Reunion de equipo de justicia social -lider de equipo -instrucciones planes de trabajo-formulacion de proyectos- ;justicia social
263;Sensibilización violencia, hurto y consumo de spa;Se realizará campaña de sensibilización en el entorno escolar del colegio entre nubes;Rosalba Daza
264;PRESUPUESTOS PARTICIPATIVOS;presupuestos participativos barrio la victoria ;BRIAM BRITO POLO
265;RECOLECCION DE INFORMACION REPUBLICA DE CANADA;PUERTA A PUERTA,LEVANTANDO INFORMACION A TRAVES DE UN FROMS ;ALEXANDER MORALES
266;DIALOGOS GENERALES PRESUPUESTO PARTICIPATIVO BARRIO LA VICTORIA;acompañar en la formulacion de proyectos participativos;fabain herrera
267;Sensibilización hurto a vehículos y motos;Se realizará campaña de prevención ante hurtos a vehículos y motos;Yohn Rojas
268;Sensibilización contra el consumo de spa;Se realizará sensibilización en el parque de vitelma para hacer un uso adecuado del parque, prevenir el consumo y el expendio de spa;Andrés Mancera
269;Sensibilización violencia, hurto y consumo de spa ;Sensibilización violencia, hurto y consumo de spa ;Luis Hernando Borda Montoya 
270;Sensibilización violencia, hurto y consumo de spa;Se realizar en las inmediaciones del sendero de san Martín de loba;Luis Hernando Borda Montoya 
271;Plan Parques;Se realizará sensibilización y control en temas de consumo y expendio de spa, además de prevención ante hurtos;Rosalba Daza
272;CAMPAÑA PREVENTIVA HURTO A TRANSPORTE PUBLICO;SENSIBILIZAR A LOS USUARIOS EN TRANSPORTE PUBLICO, BRINDADO TIPS PARA VAIJAR SEGURO;ROMAN GONZALEZ
273;CAMPAÑA DE SENSIBILIZACION HURTO,VIOLENCIA Y CONSUMO DE SPA;SENSIBILIZAR A PERSONAS EN SECTOR DE COMERCIO;JAVIER SANCHEZ
274;Propiedad Horizontal;Aplicación de la estrategia de propiedad horizontal con el fin de dar a conocer el CNSCC;Ferney Vasquez
275;Mesa de trabajo interinstitucional;"Desarrollar alianzas estratégicas entre actores
sociales, institucionales y privados, orientados a
afianzar la cultura ciudadana y la promoción de
convivencia";Ferney Vasquez
